"","period","avg.val","measurement.type","discharge","on.time","all.params","meets.frequency","resamples","resample.report","num.params.month","num.riles.infrac","num.noriles.infrac","num.complaints","num.permits","plant.ID"
"4969",201706,7.605,"AC","SI","SI","NO","NO","NO","NO APLICA",35,0,0,6,49,365
"4970",201709,8.47,"AC","SI","NO","NO","NO","SI","SI",19,0,0,6,49,365
"4971",201710,10.1233333333333,"AC","SI","SI","NO","NO","SI","SI",19,0,0,6,49,365
"4972",201711,8.275,"AC","SI","SI","NO","NO","SI","SI",19,0,0,6,49,365
"4973",201712,8.37,"AC","SI","SI","NO","NO","SI","SI",19,0,0,6,49,365
"4974",201801,7.9,"AC","SI","SI","NO","NO","NO","NO APLICA",19,0,0,6,49,365
"4975",201802,8.47,"AC","SI","NO","NO","NO","SI","SI",19,0,0,6,49,365
"4976",201803,8.49333333333333,"AC","SI","SI","NO","NO","SI","SI",NA,0,0,6,49,365
"4977",201804,7.38666666666667,"AC","SI","SI","NO","NO","SI","SI",19,0,0,6,49,365
"4978",201701,7.3175,"AC","SI","NO","SI","NO","NO APLICA","NO APLICA",4,1,1,7,11,384
"4979",201702,6.7775,"AC","SI","NO","SI","NO","NO","NO APLICA",4,1,1,7,11,384
"4980",201703,7.275,"AC","SI","NO","SI","NO","NO APLICA","NO APLICA",4,1,1,7,11,384
"4981",201704,7.275,"AC","SI","NO","SI","SI","NO APLICA","NO APLICA",19,1,1,7,11,384
"4982",201705,7.33,"AC","SI","NO","SI","NO","NO APLICA","NO APLICA",4,1,1,7,11,384
"4983",201706,7.2,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",19,1,1,7,11,384
"4984",201707,7.48333333333333,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",19,1,1,7,11,384
"4985",201708,7.51333333333333,"AC","SI","NO","SI","SI","NO APLICA","NO APLICA",19,1,1,7,11,384
"4986",201709,7.25,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",19,1,1,7,11,384
"4987",201710,7.3425,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",19,1,1,7,11,384
"4988",201711,7.4675,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",4,1,1,7,11,384
"4989",201712,7.4275,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",4,1,1,7,11,384
"4990",201801,7.15333333333333,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",19,1,1,7,11,384
"4991",201802,7.3775,"AC","SI","NO","SI","NO","NO APLICA","NO APLICA",4,1,1,7,11,384
"4992",201803,7.065,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",19,1,1,7,11,384
"4993",201804,7.46666666666667,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",19,1,1,7,11,384
"4994",201805,7.55666666666667,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",19,1,1,7,11,384
"4995",201806,7.31,"AC","SI","NO","SI","SI","NO APLICA","NO APLICA",19,1,1,7,11,384
"4996",201807,7.65333333333333,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",4,1,1,7,11,384
"4997",201808,7.37666666666667,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",19,1,1,7,11,384
"4998",201809,7.6,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",19,1,1,7,11,384
"4999",201810,6.90666666666667,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",4,1,1,7,11,384
"5000",201811,7.51,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",19,1,1,7,11,384
"5001",201812,7.3025,"AC","SI","SI","SI","NO","SI","SI",4,1,1,7,11,384
"5002",201901,5.81,"AC","SI","SI","SI","NO","SI","SI",4,1,1,7,11,384
"5003",201902,7.305,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",4,1,1,7,11,384
"5004",201903,7.18,"AC","SI","SI","NO","SI","NO APLICA","NO APLICA",NA,1,1,7,11,384
"5005",201904,7.005,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",19,1,1,7,11,384
"5006",201905,6.805,"AC","SI","SI","SI","NO","SI","SI",4,1,1,7,11,384
"5007",201906,7.49666666666667,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",4,1,1,7,11,384
"5008",201907,7.455,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",4,1,1,7,11,384
"5009",201908,6.73,"AC","SI","SI","NO","SI","NO APLICA","NO APLICA",NA,1,1,7,11,384
"5010",201909,7.165,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",4,1,1,7,11,384
"5011",201910,NA,"AC","SI","NO","NO","SI","NO APLICA","NO APLICA",NA,1,1,7,11,384
"5012",201911,NA,"AC","SI","SI","NO","SI","NO APLICA","NO APLICA",NA,1,1,7,11,384
"5013",201912,7.2325,"AC","SI","NO","SI","SI","NO APLICA","NO APLICA",19,1,1,7,11,384
"5014",202001,7.5575,"AC","SI","NO","SI","SI","NO APLICA","NO APLICA",NA,1,1,7,11,384
"5015",202002,7.395,"AC","SI","SI","NO","NO","SI","SI",NA,1,1,7,11,384
"5016",202003,7.5475,"AC","SI","SI","SI","NO","SI","SI",NA,1,1,7,11,384
"5017",202004,6.8,"AC","SI","NO","SI","NO","NO","NO APLICA",NA,1,1,7,11,384
"5018",202005,6.85,"AC","SI","NO","SI","NO","NO APLICA","NO APLICA",NA,1,1,7,11,384
"5019",202006,7.14060606060606,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,1,1,7,11,384
"5020",201701,7.4,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",12,1,0,0,3,374
"5021",201703,7.63083333333333,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",12,1,0,0,3,374
"5022",201704,8.04583333333333,"AC","SI","SI","SI","SI","SI","SI",12,1,0,0,3,374
"5023",201705,7.36,"AC","SI","SI","SI","SI","SI","SI",35,1,0,0,3,374
"5024",201706,7.95833333333333,"AC","SI","SI","SI","SI","SI","SI",12,1,0,0,3,374
"5025",201707,7.824,"AC","SI","SI","SI","SI","SI","SI",12,1,0,0,3,374
"5026",201708,7.6125,"AC","SI","SI","SI","SI","SI","SI",12,1,0,0,3,374
"5027",201709,7.6,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",12,1,0,0,3,374
"5028",201710,7.425,"AC","SI","SI","SI","SI","SI","SI",12,1,0,0,3,374
"5029",201711,7.31458333333333,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",12,1,0,0,3,374
"5030",201712,7.59375,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",12,1,0,0,3,374
"5031",201801,7.42791666666667,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",12,1,0,0,3,374
"5032",201802,7.09583333333333,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",12,1,0,0,3,374
"5033",201803,7.1,"AC","SI","NO","SI","SI","NO APLICA","NO APLICA",12,1,0,0,3,374
"5034",201804,7.71208333333333,"AC","SI","NO","SI","SI","NO APLICA","NO APLICA",12,1,0,0,3,374
"5035",201805,7.40833333333333,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",35,1,0,0,3,374
"5036",201806,7.21666666666667,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",12,1,0,0,3,374
"5037",201807,7.3,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",12,1,0,0,3,374
"5038",201808,7.54583333333333,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",12,1,0,0,3,374
"5039",201809,7.28333333333333,"AC","SI","NO","SI","SI","NO APLICA","NO APLICA",12,1,0,0,3,374
"5040",201810,7.23333333333333,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",12,1,0,0,3,374
"5041",201811,7.32083333333333,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",12,1,0,0,3,374
"5042",201812,7.78333333333333,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",12,1,0,0,3,374
"5043",201901,7.25416666666667,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",12,1,0,0,3,374
"5044",201902,7.40416666666667,"AC","SI","NO","SI","SI","NO APLICA","NO APLICA",12,1,0,0,3,374
"5045",201903,7.43333333333333,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",12,1,0,0,3,374
"5046",201904,7.34166666666667,"AC","SI","NO","SI","SI","NO APLICA","NO APLICA",12,1,0,0,3,374
"5047",201905,7.228,"AC","SI","NO","SI","SI","SI","SI",35,1,0,0,3,374
"5048",201906,7.18333333333333,"AC","SI","NO","SI","SI","NO APLICA","NO APLICA",12,1,0,0,3,374
"5049",201907,7.22083333333333,"AC","SI","NO","SI","SI","NO APLICA","NO APLICA",12,1,0,0,3,374
"5050",201908,7.35070833333333,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",12,1,0,0,3,374
"5051",201909,7.65,"AC","SI","NO","SI","SI","NO APLICA","NO APLICA",12,1,0,0,3,374
"5052",201910,7.56666666666667,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",12,1,0,0,3,374
"5053",201911,7.5,"AC","SI","NO","SI","SI","SI","SI",12,1,0,0,3,374
"5054",201912,7.58208333333333,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",12,1,0,0,3,374
"5055",202001,7.30416666666667,"AC","SI","NO","SI","SI","NO APLICA","NO APLICA",NA,1,0,0,3,374
"5056",202002,7.42916666666667,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,1,0,0,3,374
"5057",202003,7.43333333333333,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,1,0,0,3,374
"5058",202004,7.42916666666667,"AC","SI","NO","SI","SI","SI","SI",NA,1,0,0,3,374
"5059",202005,7.35833333333333,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,1,0,0,3,374
"5060",202006,7.1625,"AC","SI","NO","SI","SI","NO APLICA","NO APLICA",NA,1,0,0,3,374
"5061",201701,7.1,"AC","SI","SI","SI","NO","NO","NO APLICA",6,0,0,1,1,380
"5062",201703,6.33846153846154,"AC","SI","SI","SI","SI","SI","SI",6,0,0,1,1,380
"5063",201704,7.81,"AC","SI","SI","SI","NO","SI","SI",6,0,0,1,1,380
"5064",201705,7.04166666666667,"AC","SI","SI","SI","NO","SI","SI",6,0,0,1,1,380
"5065",201706,6.7525,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",6,0,0,1,1,380
"5066",201707,6.83125,"AC","SI","SI","SI","NO","SI","SI",6,0,0,1,1,380
"5067",201708,6.96833333333333,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",6,0,0,1,1,380
"5068",201709,7.08333333333333,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",6,0,0,1,1,380
"5069",201710,7.56833333333333,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",6,0,0,1,1,380
"5070",201711,6.91916666666667,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",6,0,0,1,1,380
"5071",201712,6.8725,"AC","SI","SI","SI","NO","SI","SI",6,0,0,1,1,380
"5072",201803,7.07375,"AC","SI","NO","SI","NO","NO APLICA","NO APLICA",6,0,0,1,1,380
"5073",201804,7.19833333333333,"AC","SI","NO","SI","NO","SI","SI",6,0,0,1,1,380
"5074",201805,7.18333333333333,"AC","SI","SI","SI","NO","SI","NO",6,0,0,1,1,380
"5075",201806,7.16958333333333,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",6,0,0,1,1,380
"5076",201807,7.30416666666667,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",6,0,0,1,1,380
"5077",201808,7.4,"AC","SI","SI","SI","NO","SI","SI",6,0,0,1,1,380
"5078",201809,7.57916666666667,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",6,0,0,1,1,380
"5079",201810,6.82916666666667,"AC","SI","NO","SI","NO","SI","SI",6,0,0,1,1,380
"5080",201811,7.075,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",6,0,0,1,1,380
"5081",201812,6.95833333333333,"AC","SI","NO","SI","NO","SI","SI",6,0,0,1,1,380
"5082",201901,6.9375,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",6,0,0,1,1,380
"5083",201903,6.8875,"AC","SI","SI","SI","NO","SI","SI",6,0,0,1,1,380
"5084",201904,6.3875,"AC","SI","NO","SI","NO","SI","SI",6,0,0,1,1,380
"5085",201905,6.64583333333333,"AC","SI","NO","SI","NO","SI","SI",6,0,0,1,1,380
"5086",201906,7.2,"AC","SI","NO","SI","NO","SI","SI",6,0,0,1,1,380
"5087",201907,7.2875,"AC","SI","NO","SI","NO","SI","SI",6,0,0,1,1,380
"5088",201908,7.145,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",6,0,0,1,1,380
"5089",201909,7.09583333333333,"AC","SI","NO","SI","NO","NO APLICA","NO APLICA",6,0,0,1,1,380
"5090",201910,7.025,"AC","SI","NO","SI","NO","NO APLICA","NO APLICA",6,0,0,1,1,380
"5091",201911,7.15833333333333,"AC","SI","NO","SI","NO","NO APLICA","NO APLICA",6,0,0,1,1,380
"5092",201912,7.05,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",6,0,0,1,1,380
"5093",202001,7.0625,"AC","SI","NO","SI","NO","NO APLICA","NO APLICA",NA,0,0,1,1,380
"5094",202003,7.13333333333333,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",NA,0,0,1,1,380
"5095",202004,7.28333333333333,"AC","SI","NO","SI","NO","SI","SI",NA,0,0,1,1,380
"5096",202005,6.87916666666667,"AC","SI","SI","SI","NO","SI","SI",NA,0,0,1,1,380
"5097",202006,6.97083333333333,"AC","SI","NO","SI","NO","NO APLICA","NO APLICA",NA,0,0,1,1,380
"5098",201702,7.5,"AC","SI","NO","SI","NO","NO APLICA","NO APLICA",11,1,2,7,3,379
"5099",201706,7.25,"AC","SI","NO","SI","NO","NO APLICA","NO APLICA",11,1,2,7,3,379
"5100",201707,8.7,"AC","SI","NO","SI","NO","NO","NO APLICA",35,1,2,7,3,379
"5101",201708,8.7,"AC","SI","SI","SI","NO","NO","NO APLICA",11,1,2,7,3,379
"5102",201709,NA,"AC","SI","NO","NO","NO","NO APLICA","NO APLICA",NA,1,2,7,3,379
"5103",201804,NA,"AC","SI","SI","NO","NO","NO","NO APLICA",NA,1,2,7,3,379
"5104",201701,7.75666666666667,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",10,0,0,0,NA,390
"5105",201702,7.72333333333333,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",10,0,0,0,NA,390
"5106",201703,7.51333333333333,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",10,0,0,0,NA,390
"5107",201704,7.72666666666667,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",10,0,0,0,NA,390
"5108",201705,7.63333333333333,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",9,0,0,0,NA,390
"5109",201706,7.70666666666667,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",9,0,0,0,NA,390
"5110",201707,7.71666666666667,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",10,0,0,0,NA,390
"5111",201708,7.71,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",9,0,0,0,NA,390
"5112",201709,7.7,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",9,0,0,0,NA,390
"5113",201710,7.61,"AC","SI","NO","SI","SI","NO APLICA","NO APLICA",10,0,0,0,NA,390
"5114",201711,7.71666666666667,"AC","SI","NO","SI","SI","NO APLICA","NO APLICA",10,0,0,0,NA,390
"5115",201712,7.48666666666667,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",10,0,0,0,NA,390
"5116",201801,7.09,"AC","SI","NO","SI","SI","SI","SI",10,0,0,0,NA,390
"5117",201802,7.39,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",10,0,0,0,NA,390
"5118",201803,7.52,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",10,0,0,0,NA,390
"5119",201804,7.47333333333333,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",10,0,0,0,NA,390
"5120",201805,7.49,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",9,0,0,0,NA,390
"5121",201806,7.47333333333333,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",10,0,0,0,NA,390
"5122",201807,7.57666666666667,"AC","SI","NO","SI","SI","NO APLICA","NO APLICA",10,0,0,0,NA,390
"5123",201808,8.285,"AC","SI","NO","SI","SI","NO APLICA","NO APLICA",10,0,0,0,NA,390
"5124",201809,7.9,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",10,0,0,0,NA,390
"5125",201810,7.945,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",9,0,0,0,NA,390
"5126",201811,7.99,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",9,0,0,0,NA,390
"5127",201812,7.95,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",9,0,0,0,NA,390
"5128",201901,7.8,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",9,0,0,0,NA,390
"5129",201902,7.5,"AC","SI","NO","SI","SI","SI","SI",9,0,0,0,NA,390
"5130",201903,7.75,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",9,0,0,0,NA,390
"5131",201904,7.95,"AC","SI","NO","SI","SI","NO APLICA","NO APLICA",9,0,0,0,NA,390
"5132",201905,7.85,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",10,0,0,0,NA,390
"5133",201906,8.03,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",9,0,0,0,NA,390
"5134",201907,7.8,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",9,0,0,0,NA,390
"5135",201908,7.6,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",9,0,0,0,NA,390
"5136",201909,7.7,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",9,0,0,0,NA,390
"5137",201910,7.65,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",9,0,0,0,NA,390
"5138",201911,7.7,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",10,0,0,0,NA,390
"5139",201912,7.7,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",9,0,0,0,NA,390
"5140",202001,7.7,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,0,0,NA,390
"5141",202002,7.7,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,0,0,NA,390
"5142",202003,7.7,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,0,0,NA,390
"5143",202004,7.545,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,0,0,NA,390
"5144",202005,7.83,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,0,0,NA,390
"5145",202006,7.85,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,0,0,NA,390
"5146",201701,7.55125,"AC","SI","SI","SI","SI","SI","SI",13,1,2,10,2,392
"5147",201702,7.59413793103448,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",13,1,2,10,2,392
"5148",201703,8.06,"AC","SI","SI","SI","NO","SI","SI",13,1,2,10,2,392
"5149",201704,7.49,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",13,1,2,10,2,392
"5150",201705,8.07,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",13,1,2,10,2,392
"5151",201706,7.5,"AC","SI","SI","SI","NO","SI","SI",13,1,2,10,2,392
"5152",201707,7.66,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",13,1,2,10,2,392
"5153",201708,7.78,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",13,1,2,10,2,392
"5154",201709,8.37,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",13,1,2,10,2,392
"5155",201710,7.89,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",13,1,2,10,2,392
"5156",201711,8.22,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",13,1,2,10,2,392
"5157",201712,8.43,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",13,1,2,10,2,392
"5158",201801,8.19,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",13,1,2,10,2,392
"5159",201802,8.06,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",13,1,2,10,2,392
"5160",201803,8.4,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",13,1,2,10,2,392
"5161",201804,8.2,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",13,1,2,10,2,392
"5162",201805,8.18,"AC","SI","SI","SI","NO","SI","SI",13,1,2,10,2,392
"5163",201806,8.09,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",13,1,2,10,2,392
"5164",201807,8.13,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",13,1,2,10,2,392
"5165",201808,8.18,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",13,1,2,10,2,392
"5166",201809,8.13,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",13,1,2,10,2,392
"5167",201810,8.32,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",13,1,2,10,2,392
"5168",201811,8.01,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",13,1,2,10,2,392
"5169",201812,7.99,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",13,1,2,10,2,392
"5170",201901,8.12,"AC","SI","SI","SI","NO","SI","SI",13,1,2,10,2,392
"5171",201902,8.21,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",13,1,2,10,2,392
"5172",201903,8.05,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",13,1,2,10,2,392
"5173",201904,8.24,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",13,1,2,10,2,392
"5174",201905,8.02,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",13,1,2,10,2,392
"5175",201906,7.73,"AC","SI","SI","NO","NO","NO APLICA","NO APLICA",13,1,2,10,2,392
"5176",201907,NA,"AC","SI","SI","NO","NO","NO APLICA","NO APLICA",NA,1,2,10,2,392
"5177",201908,7.85,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",13,1,2,10,2,392
"5178",201909,8.11,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",13,1,2,10,2,392
"5179",201910,8.18,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",13,1,2,10,2,392
"5180",201911,7.87,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",13,1,2,10,2,392
"5181",201912,8.35,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",13,1,2,10,2,392
"5182",202001,8.49,"AC","SI","SI","SI","NO","SI","SI",NA,1,2,10,2,392
"5183",202002,8.3,"AC","SI","SI","SI","NO","SI","SI",NA,1,2,10,2,392
"5184",202003,8.03,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",NA,1,2,10,2,392
"5185",202004,7.89,"AC","SI","SI","SI","NO","NO","NO APLICA",NA,1,2,10,2,392
"5186",202005,6.71612903225806,"AC","SI","SI","SI","SI","NO","NO APLICA",NA,1,2,10,2,392
"5187",202006,7.54966666666667,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,1,2,10,2,392
"5188",201701,6.52,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",16,0,0,0,NA,400
"5189",201702,6.935,"AC","SI","NO","SI","SI","NO APLICA","NO APLICA",16,0,0,0,NA,400
"5190",201703,6.68,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",16,0,0,0,NA,400
"5191",201704,7.35,"AC","SI","NO","SI","SI","NO","NO APLICA",16,0,0,0,NA,400
"5192",201705,7.245,"AC","SI","NO","SI","SI","NO APLICA","NO APLICA",16,0,0,0,NA,400
"5193",201706,7.4,"AC","SI","SI","SI","SI","SI","SI",16,0,0,0,NA,400
"5194",201707,7.16,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",16,0,0,0,NA,400
"5195",201708,6.71,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",16,0,0,0,NA,400
"5196",201709,7.145,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",16,0,0,0,NA,400
"5197",201710,7.125,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",16,0,0,0,NA,400
"5198",201711,7.455,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",16,0,0,0,NA,400
"5199",201712,7.155,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",16,0,0,0,NA,400
"5200",201801,7.945,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",16,0,0,0,NA,400
"5201",201802,7.315,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",16,0,0,0,NA,400
"5202",201803,7.97,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",16,0,0,0,NA,400
"5203",201804,7.73,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",16,0,0,0,NA,400
"5204",201805,7.75,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",16,0,0,0,NA,400
"5205",201806,8.31,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",16,0,0,0,NA,400
"5206",201807,8.25,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",16,0,0,0,NA,400
"5207",201808,7.34,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",16,0,0,0,NA,400
"5208",201809,7.01,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",16,0,0,0,NA,400
"5209",201810,8.2,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",16,0,0,0,NA,400
"5210",201811,6.71,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",16,0,0,0,NA,400
"5211",201812,7.43,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",16,0,0,0,NA,400
"5212",201901,7.35,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",16,0,0,0,NA,400
"5213",201902,7.04,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",16,0,0,0,NA,400
"5214",201903,6.47,"AC","SI","SI","SI","NO","SI","SI",16,0,0,0,NA,400
"5215",201904,8.32,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",16,0,0,0,NA,400
"5216",201905,7.81,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",16,0,0,0,NA,400
"5217",201906,7.13,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",16,0,0,0,NA,400
"5218",201907,7.58,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",16,0,0,0,NA,400
"5219",201908,7.95,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",16,0,0,0,NA,400
"5220",201909,8.2,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",16,0,0,0,NA,400
"5221",201910,7.35,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",16,0,0,0,NA,400
"5222",201911,7.29,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",16,0,0,0,NA,400
"5223",201912,7.15,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",16,0,0,0,NA,400
"5224",202001,7.36,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",NA,0,0,0,NA,400
"5225",202002,7.76,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",NA,0,0,0,NA,400
"5226",202003,7.535,"AC","SI","SI","SI","NO","SI","SI",NA,0,0,0,NA,400
"5227",202004,6.51,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",NA,0,0,0,NA,400
"5228",202005,7.65,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,0,0,NA,400
"5229",202006,7.89,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,0,0,NA,400
"5230",201903,8.06666666666667,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",8,1,0,1,5,403
