"","period","avg.val","measurement.type","discharge","on.time","all.params","meets.frequency","resamples","resample.report","num.params.month","num.riles.infrac","num.noriles.infrac","num.complaints","num.permits","plant.ID"
"1",201603,7.75,"AU","SI","SI","SI","SI","NO","Entrega parametros exigidos en remuestreo",18,0,0,0,1,146
"2",201604,8.136,"AU","SI","SI","SI","SI","NO","Entrega parametros exigidos en remuestreo",18,0,0,0,1,146
"3",201605,7.972,"AU","SI","SI","SI","SI","NO APLICA","Entrega parametros exigidos en remuestreo",18,0,0,0,1,146
"4",201606,7.652,"AU","SI","SI","SI","SI","NO","Entrega parametros exigidos en remuestreo",18,0,0,0,1,146
"5",201609,7.176,"AU","SI","NO","SI","SI","NO APLICA","Entrega parametros exigidos en remuestreo",18,0,0,0,1,146
"6",201610,7.104,"AU","SI","SI","SI","SI","NO APLICA","Entrega parametros exigidos en remuestreo",18,0,0,0,1,146
"7",201611,7.1552,"AU","SI","SI","SI","SI","NO APLICA","Entrega parametros exigidos en remuestreo",18,0,0,0,1,146
"8",201612,7.2044,"AU","SI","SI","SI","SI","NO APLICA","Entrega parametros exigidos en remuestreo",18,0,0,0,1,146
"9",201701,7.8,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,165
"10",201702,7.9,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,165
"11",201703,7.85,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,165
"12",201704,7.75,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,165
"13",201705,7.85,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,165
"14",201706,7.8,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,165
"15",201707,7.8,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,165
"16",201708,7.9,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,165
"17",201709,7.9,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,165
"18",201710,7.8,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,165
"19",201711,7.95,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,165
"20",201712,7.9,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,165
"21",201801,7.9,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,165
"22",201802,7.65,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,165
"23",201803,7.65,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,165
"24",201804,7.8,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,165
"25",201805,7.75,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,165
"26",201806,7.85,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,165
"27",201807,7.75,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,165
"28",201808,7.8,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,165
"29",201809,7.75,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,165
"30",201810,7.45,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,165
"31",201811,8,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,165
"32",201812,7.75,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,165
"33",201901,7.8,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,165
"34",201902,7.66666666666667,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,165
"35",201903,7.9,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,165
"36",201904,7.95,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,165
"37",201905,7.7,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,165
"38",201906,7.85,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,165
"39",201907,7.9,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,165
"40",201908,7.95,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,165
"41",201909,7.8,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,165
"42",201910,7.65,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,165
"43",201911,7.55,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,165
"44",201912,7.7,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,165
"45",202001,7.65,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,1,0,18,165
"46",202002,7.65,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,1,0,18,165
"47",202003,7.65,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,1,0,18,165
"48",202004,7.5,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,1,0,18,165
"49",202005,7.8,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,1,0,18,165
"50",202006,7.7,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,1,0,18,165
"51",201701,7.85,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,158
"52",201702,7.85,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,158
"53",201703,7.7,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,158
"54",201704,7.6,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,158
"55",201705,7.65,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,158
"56",201706,7.8,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,158
"57",201707,7.8,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,158
"58",201708,7.9,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,158
"59",201709,7.9,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,158
"60",201710,7.75,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,158
"61",201711,7.7,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,158
"62",201712,7.75,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,158
"63",201801,7.8,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,158
"64",201802,7.55,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,158
"65",201803,7.6,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,158
"66",201804,7.7,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,158
"67",201805,7.7,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,158
"68",201806,7.75,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,158
"69",201807,7.4,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,158
"70",201808,7.65,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,158
"71",201809,7.55,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,158
"72",201810,7.65,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,158
"73",201811,7.85,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,158
"74",201812,7.7,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,158
"75",201901,7.75,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,158
"76",201902,7.73333333333333,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,158
"77",201903,7.9,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,158
"78",201904,7.8,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,158
"79",201905,7.8,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,158
"80",201906,7.75,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,158
"81",201907,7.9,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,158
"82",201908,7.8,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,158
"83",201909,7.75,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,158
"84",201910,7.85,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,158
"85",201911,7.55,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,158
"86",201912,7.7,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,1,0,18,158
"87",202001,7.6,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,1,0,18,158
"88",202002,7.3,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,1,0,18,158
"89",202003,7.7,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,1,0,18,158
"90",202004,7.6,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,1,0,18,158
"91",202005,7.75,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,1,0,18,158
"92",202006,7.85,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,1,0,18,158
"93",201701,7.1,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",9,0,0,0,2,142
"94",201702,7.11,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",9,0,0,0,2,142
"95",201703,7.07,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",9,0,0,0,2,142
"96",201704,7.1,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",9,0,0,0,2,142
"97",201705,7.33,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",9,0,0,0,2,142
"98",201706,6.9,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",9,0,0,0,2,142
"99",201707,7.1,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",31,0,0,0,2,142
"100",201708,6.8,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",9,0,0,0,2,142
"101",201709,7.2,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",9,0,0,0,2,142
"102",201710,6.6,"AC","SI","SI","SI","NO","SI","SI",9,0,0,0,2,142
"103",201711,6.7,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",9,0,0,0,2,142
"104",201712,6.8,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",9,0,0,0,2,142
"105",201801,6.75,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",9,0,0,0,2,142
"106",201802,6.7,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",9,0,0,0,2,142
"107",201803,7.7,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",9,0,0,0,2,142
"108",201804,7,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",9,0,0,0,2,142
"109",201805,6.8,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",9,0,0,0,2,142
"110",201806,7.2,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",9,0,0,0,2,142
"111",201807,7.26,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",31,0,0,0,2,142
"112",201808,7.18,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",9,0,0,0,2,142
"113",201809,7.4,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",9,0,0,0,2,142
"114",201810,7.5,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",9,0,0,0,2,142
"115",201811,6.78,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",9,0,0,0,2,142
"116",201812,6.84,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",9,0,0,0,2,142
"117",201901,7.5,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",9,0,0,0,2,142
"118",201902,7,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",9,0,0,0,2,142
"119",201903,6.8,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",9,0,0,0,2,142
"120",201904,7,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",9,0,0,0,2,142
"121",201905,6.9,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",9,0,0,0,2,142
"122",201906,7.505,"AC","SI","NO","SI","NO","SI","SI",NA,0,0,0,2,142
"123",201907,7.06666666666667,"AC","SI","NO","SI","NO","SI","SI",31,0,0,0,2,142
"124",201908,6.9,"AC","SI","NO","SI","NO","NO APLICA","NO APLICA",9,0,0,0,2,142
"125",201909,7.3,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",9,0,0,0,2,142
"126",201910,7.1,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",9,0,0,0,2,142
"127",201911,7.7,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",9,0,0,0,2,142
"128",201912,7.1,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",9,0,0,0,2,142
"129",202001,7,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",NA,0,0,0,2,142
"130",202002,7.1,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",NA,0,0,0,2,142
"131",202003,6.5,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",NA,0,0,0,2,142
"132",202004,7.1,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",NA,0,0,0,2,142
"133",202005,6.99166666666667,"AC","SI","SI","SI","SI","NO","NO APLICA",NA,0,0,0,2,142
"134",202006,6.99833333333333,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,0,0,2,142
"135",201701,6.6,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",8,0,0,0,2,157
"136",201702,7.1,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",8,0,0,0,2,157
"137",201703,7.1,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",8,0,0,0,2,157
"138",201704,7.7,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",8,0,0,0,2,157
"139",201705,6.4,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",8,0,0,0,2,157
"140",201706,6.98,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",8,0,0,0,2,157
"141",201707,6.855,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,0,0,2,157
"142",201708,6.7,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",8,0,0,0,2,157
"143",201709,6.4,"AC","SI","NO","SI","SI","NO APLICA","NO APLICA",8,0,0,0,2,157
"144",201710,7.4,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",8,0,0,0,2,157
"145",201711,6.9,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",8,0,0,0,2,157
"146",201712,6.1,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",8,0,0,0,2,157
"147",201801,6.25,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",8,0,0,0,2,157
"148",201802,6.95,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",8,0,0,0,2,157
"149",201803,6.61,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",8,0,0,0,2,157
"150",201804,6.68,"AC","SI","NO","SI","SI","NO APLICA","NO APLICA",8,0,0,0,2,157
"151",201805,6.63,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",8,0,0,0,2,157
"152",201806,6.88,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",8,0,0,0,2,157
"153",201807,6.6,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",8,0,0,0,2,157
"154",201808,6.3,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",8,0,0,0,2,157
"155",201809,6.7,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",8,0,0,0,2,157
"156",201810,6.57,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",8,0,0,0,2,157
"157",201811,6.8,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",8,0,0,0,2,157
"158",201812,6.8,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",8,0,0,0,2,157
"159",201901,7.1,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",8,0,0,0,2,157
"160",201902,6.7,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",8,0,0,0,2,157
"161",201903,6.7,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",8,0,0,0,2,157
"162",201904,7.2,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",8,0,0,0,2,157
"163",201905,7,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",8,0,0,0,2,157
"164",201906,6.8,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",8,0,0,0,2,157
"165",201907,6.6,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",8,0,0,0,2,157
"166",201908,6.8,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",8,0,0,0,2,157
"167",201909,7.2,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",8,0,0,0,2,157
"168",201910,6.4,"AC","SI","SI","NO","SI","NO APLICA","NO APLICA",8,0,0,0,2,157
"169",201911,6.2,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",8,0,0,0,2,157
"170",201912,6.8,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",8,0,0,0,2,157
"171",202001,6.4,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,0,0,2,157
"172",202002,6.8,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,0,0,2,157
"173",202003,6.3,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,0,0,2,157
"174",202004,6.4,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,0,0,2,157
"175",202005,6.6,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,0,0,2,157
"176",202006,6.3,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,0,0,2,157
"177",201701,8,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,0,0,3,174
"178",201702,7.4,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,0,0,3,174
"179",201703,7.8,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,0,0,3,174
"180",201704,7.5,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,0,0,3,174
"181",201705,7.55,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,0,0,3,174
"182",201706,7.92,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,0,0,3,174
"183",201707,6.97,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,0,0,3,174
"184",201708,7.89,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,0,0,3,174
"185",201709,7.97,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,0,0,3,174
"186",201710,7.28,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,0,0,3,174
"187",201711,7.5,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,0,0,3,174
"188",201712,7.64,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,0,0,3,174
"189",201801,8.08,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,0,0,3,174
"190",201802,6.4,"AC","NO","SI","NO APLICA","NO APLICA","NO APLICA","NO APLICA",NA,0,0,0,3,174
"191",201803,NA,"AC","SI","NO","NO","SI","SI","SI",NA,0,0,0,3,174
"192",201804,6.69,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,0,0,3,174
"193",201805,6.98,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,0,0,3,174
"194",201806,7.02,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,0,0,3,174
"195",201807,7.02,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,0,0,3,174
"196",201808,7.42,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,0,0,3,174
"197",201809,7.05,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,0,0,3,174
"198",201810,7.92,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,0,0,3,174
"199",201811,6.96,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,0,0,3,174
"200",201812,7.82,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,0,0,3,174
"201",201901,6.05,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,0,0,3,174
"202",201902,6.22,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,0,0,3,174
"203",201903,6.93,"AC","SI","NO","SI","SI","NO APLICA","NO APLICA",5,0,0,0,3,174
"204",201904,6.35,"AC","SI","NO","SI","SI","NO APLICA","NO APLICA",5,0,0,0,3,174
"205",201905,6.02,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,0,0,3,174
"206",201906,6.97,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,0,0,3,174
"207",201907,7.32,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,0,0,3,174
"208",201908,7.72,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,0,0,3,174
"209",201909,6.66,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,0,0,3,174
"210",201911,8.3,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,0,0,3,174
"211",201912,5.9,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",5,0,0,0,3,174
"212",202001,7.43,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,0,0,3,174
"213",202002,7.4,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,0,0,3,174
"214",202003,7.6,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,0,0,3,174
"215",202004,6.2,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,0,0,3,174
"216",202005,6.9,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,0,0,3,174
"217",202006,7,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,0,0,3,174
"218",201701,7,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",7,0,1,1,3,150
"219",201702,7.4,"AC","SI","SI","NO","SI","NO APLICA","NO APLICA",7,0,1,1,3,150
"220",201703,6.7,"AC","SI","SI","NO","SI","NO APLICA","NO APLICA",7,0,1,1,3,150
"221",201704,NA,"AC","SI","SI","NO","SI","NO APLICA","NO APLICA",NA,0,1,1,3,150
"222",201705,7.3,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",7,0,1,1,3,150
"223",201709,7.2,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,1,1,3,150
"224",201710,7.5,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",7,0,1,1,3,150
"225",201711,7.1,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",7,0,1,1,3,150
"226",201712,7.1,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",7,0,1,1,3,150
"227",201801,8.2,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",7,0,1,1,3,150
"228",201802,7,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",7,0,1,1,3,150
"229",201803,6.8,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",7,0,1,1,3,150
"230",201804,7.8,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",7,0,1,1,3,150
"231",201805,7.2,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",7,0,1,1,3,150
"232",201809,7.5,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",7,0,1,1,3,150
"233",201810,6.6,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",7,0,1,1,3,150
"234",201811,6.6,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",7,0,1,1,3,150
"235",201812,7.3,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",7,0,1,1,3,150
"236",201901,6.7,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",7,0,1,1,3,150
"237",201902,6.3,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",7,0,1,1,3,150
"238",201903,7,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",7,0,1,1,3,150
"239",201907,7.1,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",7,0,1,1,3,150
"240",201908,6.8,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",7,0,1,1,3,150
"241",201909,7.2,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",7,0,1,1,3,150
"242",201910,6.8,"AC","SI","NO","SI","SI","NO APLICA","NO APLICA",7,0,1,1,3,150
"243",201911,7.1,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",7,0,1,1,3,150
"244",201912,8,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",7,0,1,1,3,150
"245",202001,6.1,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,1,1,3,150
"246",202002,7.1,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,1,1,3,150
"247",202003,6.9,"AC","SI","SI","SI","SI","NO APLICA","NO APLICA",NA,0,1,1,3,150
"248",202004,7.4,"AC","SI","SI","SI","SI","NO","NO APLICA",NA,0,1,1,3,150
"249",201701,NA,"AC","SI","SI","NO","NO","NO APLICA","NO APLICA",NA,0,0,0,2,169
"250",201702,7,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",14,0,0,0,2,169
"251",201703,6.6,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",14,0,0,0,2,169
"252",201704,6.7,"AC","SI","SI","SI","NO","NO","NO APLICA",14,0,0,0,2,169
"253",201705,7.2,"AC","SI","SI","SI","NO","SI","NO",14,0,0,0,2,169
"254",201708,6.4,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",14,0,0,0,2,169
"255",201709,6.8,"AC","SI","NO","SI","NO","NO APLICA","NO APLICA",14,0,0,0,2,169
"256",201710,6.7,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",14,0,0,0,2,169
"257",201711,6.8,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",14,0,0,0,2,169
"258",201712,6.6,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",14,0,0,0,2,169
"259",201801,7.2,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",14,0,0,0,2,169
"260",201802,6.8,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",14,0,0,0,2,169
"261",201803,6.5,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",14,0,0,0,2,169
"262",201804,6.7,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",14,0,0,0,2,169
"263",201805,6.6,"AC","SI","NO","SI","NO","NO APLICA","NO APLICA",14,0,0,0,2,169
"264",201806,6.5,"AC","SI","SI","SI","NO","SI","SI",14,0,0,0,2,169
"265",201807,6.8,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",14,0,0,0,2,169
"266",201808,6.2,"AC","SI","SI","SI","NO","NO APLICA","NO APLICA",14,0,0,0,2,169
